[0.264809612707324, -0.6253859172243819]
[0.24076770860332722, -0.6292781589454944]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
[0.15940081380412038, -0.6393923504101224]
