[0.2727831799079595, -0.6316858016136317]
[0.24897444382777006, -0.6355565707857386]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
[0.16713050288280784, -0.6440166726892972]
